date_found,source_batch,track,pathway,category,item_name,price_aud,gpu_model,vram_gb,unified_memory_gb,ram_gb,cpu_model,condition,retailer,url,au_stock_confirmed,verification_status,status,notes
2026-04-26,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,i9-11900KF,UNKNOWN,RTX 3090,24,UNKNOWN,32,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Search for desktops (69edd989-3720-8399-abdd-f6c623f8fa84); message 249ec32f-4f6c-470e-ae5f-632d62c09011.
2026-04-28,ChatGPT-Export,1,1A,Laptop,Retailer Scorptec [link] ASUS ROG Strix,UNKNOWN,RTX 5090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,Marketplace eBay AU [link] Gigabyte Gaming OC,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,1.5,UNKNOWN,Desktop,System Builder Allied Gaming [link] Desktop Tower Allied MOAB-A,UNKNOWN,RTX 5090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,TABLE 4:,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,Dedicated section for,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,2. Best Value (Used/Refurb,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,"Note: """,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,Best Value (Used/Refurb RTX 3090),UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 780793ff-57e4-49c5-9163-64814f57758e.
2026-04-28,ChatGPT-Export,1,1A,Laptop,"Here's the completed report with detailed tables of high-VRAM GPUs, desktops, laptops, and used/refurbished",UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 8017f1d6-ef32-4bdf-a01f-27986f5894dd.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,Australian Computer Traders (australiancomputertraders.com.au),UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message b5c5ebcb-0630-41a7-bd70-08e2175cd0c7.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,7. Gigabyte,UNKNOWN,RTX 4090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message b5c5ebcb-0630-41a7-bd70-08e2175cd0c7.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,"Gumtree: Search VIC/Melbourne specifically for """,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,lower prices,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 08c99ba2-7e75-42c1-a012-ec707ed5c44b.
2026-04-28,ChatGPT-Export,1,1A,Laptop,Tech Junction: Search for,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 08c99ba2-7e75-42c1-a012-ec707ed5c44b.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,1. Umart MSI Ventus 3X OC,UNKNOWN,RTX 5090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 08c99ba2-7e75-42c1-a012-ec707ed5c44b.
2026-04-28,ChatGPT-Export,1.5,UNKNOWN,Desktop,That is not as cheap as building around a standalone used,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message ad3d209a-c266-42d9-aaff-2e4075c5d13a.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,2. What exact,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message ad3d209a-c266-42d9-aaff-2e4075c5d13a.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,"new, used, refurbished, or ex-mining",UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message ad3d209a-c266-42d9-aaff-2e4075c5d13a.
2026-04-28,ChatGPT-Export,1,1A,Laptop,Typical used RTX 3090 custom build path,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 23dcce9f-1525-47f0-828e-c609fc49ce78.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,"new, refurbished, used, or ex-mining",UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 23dcce9f-1525-47f0-828e-c609fc49ce78.
2026-04-28,ChatGPT-Export,1,1A,Laptop,"$5,699",UNKNOWN,RTX 5090,24,UNKNOWN,16,UNKNOWN,UNKNOWN,retail stores,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message bd84781d-c537-4a19-8913-132e6d2361b6.
2026-04-28,ChatGPT-Export,1.5,UNKNOWN,Desktop,Ryzen 7 7800X3D + RTX 5070 Ti 16GB,UNKNOWN,RTX 5070 Ti,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,the same seller,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 73cbf53a-6de2-4d17-a199-7453cc4bfffb.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,"OKINOS RTX 3090 24GB at $3,599",UNKNOWN,RTX 3090,24,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: High-VRAM Hardware Procurement (69efa03a-cd58-83a0-b9e1-861507d02eb8); message 73cbf53a-6de2-4d17-a199-7453cc4bfffb.
2026-04-28,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,Source a used or refurbished NVIDIA,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: AI Computer Purchase Plan (69f08cf3-c88c-839e-96e9-ab9d8767ffcf); message bbb21a0e-51d0-4622-80f2-768f683775dd.
2026-04-29,ChatGPT-Export,1,1A,Laptop,"Scorptec, Mwave, and JW Computers",UNKNOWN,RTX 3080 Ti,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message b14a919f-b9f6-4715-b4fd-f033094379e8.
2026-04-29,ChatGPT-Export,1,1A,Laptop,eBay Australia:,UNKNOWN,RTX 4090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message b14a919f-b9f6-4715-b4fd-f033094379e8.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,5329,UNKNOWN,UNKNOWN,64,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message db1ee9f5-1aa4-4987-a75b-ad29ea6fc719.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,5099,RTX 4090,16,UNKNOWN,32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message db1ee9f5-1aa4-4987-a75b-ad29ea6fc719.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,1800,RTX 4080,16,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,3399,RTX 5070 Ti,16,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,3799,RTX 5070 Ti,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,3699,RTX 4080,UNKNOWN,UNKNOWN,32,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,2948,RTX 4080,16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,4449,RTX 4090,UNKNOWN,UNKNOWN,32,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,4498,RTX 5080,16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,4899,RTX 5080,16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,4999,RTX 5080,16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,2851.98,RTX 5070 Ti,16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,Scorptec Eclipse RTX 5070 Ti 16GB,UNKNOWN,RTX 5070 Ti,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,Acer Predator Orion 7000 RTX 4080 refurbished,UNKNOWN,RTX 4080,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,Acer Predator Helios 18 RTX 4090 refurbished,UNKNOWN,RTX 4090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1,1A,Laptop,The evaluated-products ZIP already includes these major anchors:,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bd2605a4-2357-4b91-a7fa-f3f6def0f4a6.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,|,2800,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Used,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 143fef3c-196e-4693-8e64-72078210793b.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,|,UNKNOWN,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refurbished,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 143fef3c-196e-4693-8e64-72078210793b.
2026-04-29,ChatGPT-Export,1,1A,Laptop,Compact Alienware Aurora RTX 3090 / 4090 towers,2,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,Alienware Aurora RTX 3090 24GB,2800,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,Alienware Aurora RTX 4090 24GB,3800,RTX 4090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,RTX 4090 laptop 16GB,4000,RTX 4090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,RTX 5080 laptop 16GB,4500,RTX 5080,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,Alienware RTX 3090 tower around A$2k,2,RTX 3090,24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,Expansion Verdict,2000,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,2,RTX 3090,24,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,3.5,RTX 4090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,|,4,RTX 5080,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,1,1A,Laptop,A$2k local Alienware RTX 3090,2,RTX 3090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 21eb5cbc-f69e-4e72-a384-1b4bcd4ab6a1.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,MSI Vector 16 HX AI Open Box RTX 5070 Ti 12GB,UNKNOWN,RTX 5070 Ti,12,UNKNOWN,UNKNOWN,UNKNOWN,Open Box,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,1,1A,Laptop,"A$7,599",7599,RTX 5080,16,UNKNOWN,64,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,2. Open Box MSI Vector 16 HX AI RTX 5070 Ti — **conditional card only,UNKNOWN,RTX 5070 Ti,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Open Box,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,1.5,UNKNOWN,Desktop,12GB GDDR7,3399,RTX 5070 Ti,12,UNKNOWN,32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,"Core Ultra 7, 32GB RAM, 1TB, RTX 5070 Ti",UNKNOWN,RTX 5070 Ti,UNKNOWN,UNKNOWN,32,UNKNOWN,Open Box,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,1,1A,Laptop,"A$5,499 is high, but far less than many premium",5499,RTX 5090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,|,UNKNOWN,RTX 5070 Ti,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Open Box,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,Open Box MSI Vector 16 HX AI RTX 5070 Ti,UNKNOWN,RTX 5070 Ti,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Open Box,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message aae81b8b-ba96-4a13-9081-d4d8a329aee7.
2026-04-29,ChatGPT-Export,UNKNOWN,UNKNOWN,UNKNOWN,MSI Vector 16 HX AI RTX 5090 bundle,UNKNOWN,RTX 5090,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,New,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message 0a03dca8-d35e-43d8-a0a0-d76020ce423a.
2026-04-29,ChatGPT-Export,1,1A,Laptop,"Good large-screen value laptop, but",1500,RTX 5070,8,UNKNOWN,32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Needs Verification,Watchlist,ChatGPT export provenance: Refurbished desktop search (69f199b8-63a0-839c-9743-426bcea1420e); message bbf8644d-086d-4a52-8aa1-5c660885cc7c.
